Episode,Step,StepReward,TotalReward,ActionGas,ActionSteer
0,530,-0.00198,1.1248,0.03,0.02
0,531,-0.00222,1.1226,0.15,0.11
0,532,-0.00061,1.1220,0.15,0.11
0,533,0.00073,1.1227,0.15,0.11
0,534,0.00131,1.1240,0.15,0.11
0,535,0.00131,1.1253,0.15,0.11
0,536,0.00100,1.1263,0.04,0.27
0,537,0.00057,1.1269,0.04,0.27
0,538,-0.00004,1.1269,0.04,0.27
0,539,-0.00029,1.1266,0.04,0.27
0,540,-0.00026,1.1263,0.04,0.27
0,541,-0.00049,1.1258,-0.15,0.28
0,542,-0.00162,1.1242,-0.15,0.28
0,543,-0.00297,1.1212,-0.15,0.28
0,544,-0.00438,1.1169,-0.15,0.28
0,545,-0.00521,1.1116,-0.15,0.28
0,546,-0.00654,1.1051,0.19,-0.17
0,547,-0.00435,1.1008,0.19,-0.17
0,548,-0.00296,1.0978,0.19,-0.17
0,549,-0.00162,1.0962,0.19,-0.17
0,550,-0.00022,1.0960,0.19,-0.17
0,551,0.00083,1.0968,0.24,-0.12
0,552,0.00178,1.0986,0.24,-0.12
0,553,0.00231,1.1009,0.24,-0.12
0,554,0.00227,1.1031,0.24,-0.12
0,555,0.00228,1.1054,0.24,-0.12
0,556,0.00163,1.1071,0.61,0.14
0,557,0.00244,1.1095,0.61,0.14
0,558,0.00258,1.1121,0.61,0.14
0,559,0.00256,1.1146,0.61,0.14
0,560,0.00256,1.1172,0.61,0.14
0,561,0.00179,1.1190,-0.07,0.05
0,562,0.00119,1.1202,-0.07,0.05
0,563,-0.00015,1.1200,-0.07,0.05
0,564,-0.00149,1.1185,-0.07,0.05
0,565,-0.00283,1.1157,-0.07,0.05
0,566,-0.00451,1.1112,0.11,0.21
0,567,-0.00282,1.1084,0.11,0.21
0,568,-0.00148,1.1069,0.11,0.21
0,569,-0.00062,1.1063,0.11,0.21
0,570,-0.00028,1.1060,0.11,0.21
0,571,-0.00084,1.1052,0.40,-0.06
0,572,0.00088,1.1060,0.40,-0.06
0,573,0.00149,1.1075,0.40,-0.06
0,574,0.00209,1.1096,0.40,-0.06
0,575,0.00242,1.1120,0.40,-0.06
0,576,0.00152,1.1136,-0.32,0.11
0,577,0.00107,1.1146,-0.32,0.11
0,578,-0.00026,1.1144,-0.32,0.11
0,579,-0.00159,1.1128,-0.32,0.11
0,580,-0.00290,1.1099,-0.32,0.11
0,581,-0.00464,1.1052,-0.21,0.41
0,582,-0.00514,1.1001,-0.21,0.41
0,583,-0.00576,1.0943,-0.21,0.41
0,584,-0.00634,1.0880,-0.21,0.41
0,585,-0.00637,1.0816,-0.21,0.41
0,586,-0.00679,1.0748,0.03,0.24
0,587,-0.00506,1.0698,0.03,0.24
0,588,-0.00371,1.0661,0.03,0.24
0,589,-0.00235,1.0637,0.03,0.24
0,590,-0.00099,1.0627,0.03,0.24
0,591,-0.00066,1.0621,0.23,0.07
0,592,0.00108,1.0631,0.23,0.07
0,593,0.00175,1.0649,0.23,0.07
0,594,0.00227,1.0672,0.23,0.07
0,595,0.00226,1.0694,0.23,0.07
0,596,0.00151,1.0709,0.10,0.67
0,597,0.00207,1.0730,0.10,0.67
0,598,0.00145,1.0745,0.10,0.67
0,599,0.00083,1.0753,0.10,0.67
0,600,0.00022,1.0755,0.10,0.67
0,601,-0.00101,1.0745,0.12,0.07
0,602,-0.00051,1.0740,0.12,0.07
0,603,-0.00037,1.0736,0.12,0.07
0,604,0.00025,1.0739,0.12,0.07
0,605,0.00086,1.0747,0.12,0.07
0,606,0.00035,1.0751,-0.10,0.65
0,607,0.00053,1.0756,-0.10,0.65
0,608,-0.00008,1.0755,-0.10,0.65
0,609,-0.00069,1.0748,-0.10,0.65
0,610,-0.00131,1.0735,-0.10,0.65
0,611,-0.00312,1.0704,0.28,-0.18
0,612,-0.00111,1.0693,0.28,-0.18
0,613,-0.00049,1.0688,0.28,-0.18
0,614,0.00013,1.0689,0.28,-0.18
0,615,0.00075,1.0697,0.28,-0.18
0,616,0.00055,1.0702,0.11,0.46
0,617,0.00128,1.0715,0.11,0.46
0,618,0.00066,1.0722,0.11,0.46
0,619,0.00046,1.0726,0.11,0.46
0,620,0.00046,1.0731,0.11,0.46
0,621,0.00027,1.0734,0.26,0.42
0,622,0.00180,1.0752,0.26,0.42
0,623,0.00288,1.0781,0.26,0.42
0,624,0.00307,1.0811,0.26,0.42
0,625,0.00305,1.0842,0.26,0.42
0,626,0.00187,1.0860,-0.38,-0.11
0,627,0.00170,1.0877,-0.38,-0.11
0,628,0.00038,1.0881,-0.38,-0.11
0,629,-0.00094,1.0872,-0.38,-0.11
0,630,-0.00226,1.0849,-0.38,-0.11
0,631,-0.00382,1.0811,-0.48,0.02
0,632,-0.00478,1.0763,-0.48,0.02
0,633,-0.00553,1.0708,-0.48,0.02
0,634,-0.00628,1.0645,-0.48,0.02
0,635,-0.00649,1.0580,-0.48,0.02
0,636,-0.00693,1.0511,-0.31,0.27
0,637,-0.00648,1.0446,-0.31,0.27
0,638,-0.00651,1.0381,-0.31,0.27
0,639,-0.00653,1.0316,-0.31,0.27
0,640,-0.00655,1.0250,-0.31,0.27
0,641,-0.00733,1.0177,0.29,0.12
0,642,-0.00520,1.0125,0.29,0.12
0,643,-0.00381,1.0087,0.29,0.12
0,644,-0.00241,1.0063,0.29,0.12
0,645,-0.00101,1.0053,0.29,0.12
0,646,0.00007,1.0053,0.30,0.43
0,647,0.00180,1.0071,0.30,0.43
0,648,0.00303,1.0102,0.30,0.43
0,649,0.00332,1.0135,0.30,0.43
0,650,0.00331,1.0168,0.30,0.43
0,651,0.00282,1.0196,0.19,0.07
0,652,0.00254,1.0222,0.19,0.07
0,653,0.00178,1.0239,0.19,0.07
0,654,0.00156,1.0255,0.19,0.07
0,655,0.00155,1.0270,0.19,0.07
0,656,0.00136,1.0284,0.15,0.21
0,657,0.00161,1.0300,0.15,0.21
0,658,0.00160,1.0316,0.15,0.21
0,659,0.00159,1.0332,0.15,0.21
0,660,0.00158,1.0348,0.15,0.21
0,661,0.00072,1.0355,0.24,0.97
0,662,0.00168,1.0372,0.24,0.97
0,663,0.00179,1.0390,0.24,0.97
0,664,0.00231,1.0413,0.24,0.97
0,665,0.00304,1.0443,0.24,0.97
0,666,0.00150,1.0458,-0.48,-0.03
0,667,0.00187,1.0477,-0.48,-0.03
0,668,0.00053,1.0482,-0.48,-0.03
0,669,-0.00081,1.0474,-0.48,-0.03
0,670,-0.00169,1.0457,-0.48,-0.03
0,671,-0.00295,1.0428,-0.27,0.27
0,672,-0.00381,1.0390,-0.27,0.27
0,673,-0.00470,1.0343,-0.27,0.27
0,674,-0.00546,1.0288,-0.27,0.27
0,675,-0.00623,1.0226,-0.27,0.27
0,676,-0.00711,1.0155,-0.03,0.02
0,677,-0.00525,1.0102,-0.03,0.02
0,678,-0.00385,1.0064,-0.03,0.02
0,679,-0.00294,1.0034,-0.03,0.02
0,680,-0.00227,1.0012,-0.03,0.02
0,681,-0.00233,0.9988,0.21,-0.06
0,682,-0.00060,0.9982,0.21,-0.06
0,683,0.00081,0.9990,0.21,-0.06
0,684,0.00192,1.0010,0.21,-0.06
0,685,0.00197,1.0029,0.21,-0.06
0,686,0.00123,1.0042,-0.44,0.01
0,687,0.00057,1.0047,-0.44,0.01
0,688,-0.00084,1.0039,-0.44,0.01
0,689,-0.00224,1.0017,-0.44,0.01
0,690,-0.00363,0.9980,-0.44,0.01
0,691,-0.00583,0.9922,-0.10,0.46
0,692,-0.00494,0.9873,-0.10,0.46
0,693,-0.00437,0.9829,-0.10,0.46
0,694,-0.00408,0.9788,-0.10,0.46
0,695,-0.00409,0.9747,-0.10,0.46
0,696,-0.00477,0.9699,0.12,0.01
0,697,-0.00268,0.9673,0.12,0.01
0,698,-0.00126,0.9660,0.12,0.01
0,699,-0.00033,0.9657,0.12,0.01
0,700,0.00034,0.9660,0.12,0.01
0,701,0.00061,0.9666,-0.18,-0.09
0,702,-0.00042,0.9662,-0.18,-0.09
0,703,-0.00185,0.9643,-0.18,-0.09
0,704,-0.00327,0.9611,-0.18,-0.09
0,705,-0.00470,0.9564,-0.18,-0.09
0,706,-0.00595,0.9504,-0.35,0.10
0,707,-0.00648,0.9439,-0.35,0.10
0,708,-0.00677,0.9372,-0.35,0.10
0,709,-0.00679,0.9304,-0.35,0.10
0,710,-0.00680,0.9236,-0.35,0.10
0,711,-0.00730,0.9163,0.12,0.08
0,712,-0.00534,0.9109,0.12,0.08
0,713,-0.00390,0.9070,0.12,0.08
0,714,-0.00245,0.9046,0.12,0.08
0,715,-0.00098,0.9036,0.12,0.08
0,716,0.00002,0.9036,-0.31,0.05
0,717,-0.00099,0.9026,-0.31,0.05
0,718,-0.00244,0.9002,-0.31,0.05
0,719,-0.00389,0.8963,-0.31,0.05
0,720,-0.00534,0.8910,-0.31,0.05
0,721,-0.00753,0.8834,0.04,-0.46
0,722,-0.00555,0.8779,0.04,-0.46
0,723,-0.00485,0.8730,0.04,-0.46
0,724,-0.00416,0.8689,0.04,-0.46
0,725,-0.00346,0.8654,0.04,-0.46
0,726,-0.00359,0.8618,-0.13,0.19
0,727,-0.00346,0.8584,-0.13,0.19
0,728,-0.00415,0.8542,-0.13,0.19
0,729,-0.00485,0.8494,-0.13,0.19
0,730,-0.00551,0.8439,-0.13,0.19
0,731,-0.00612,0.8377,0.15,0.51
0,732,-0.00407,0.8337,0.15,0.51
0,733,-0.00261,0.8311,0.15,0.51
0,734,-0.00150,0.8296,0.15,0.51
0,735,-0.00074,0.8288,0.15,0.51
0,736,-0.00076,0.8281,-0.04,-0.09
0,737,-0.00072,0.8274,-0.04,-0.09
0,738,-0.00147,0.8259,-0.04,-0.09
0,739,-0.00225,0.8236,-0.04,-0.09
0,740,-0.00303,0.8206,-0.04,-0.09
0,741,-0.00398,0.8166,0.08,-0.01
0,742,-0.00231,0.8143,0.08,-0.01
0,743,-0.00086,0.8135,0.08,-0.01
0,744,0.00013,0.8136,0.08,-0.01
0,745,0.00089,0.8145,0.08,-0.01
0,746,0.00074,0.8152,0.24,0.47
0,747,0.00214,0.8174,0.24,0.47
0,748,0.00289,0.8202,0.24,0.47
0,749,0.00350,0.8237,0.24,0.47
0,750,0.00350,0.8272,0.24,0.47
0,751,0.00283,0.8301,-0.24,0.65
0,752,0.00206,0.8321,-0.24,0.65
0,753,0.00062,0.8328,-0.24,0.65
0,754,-0.00083,0.8319,-0.24,0.65
0,755,-0.00227,0.8297,-0.24,0.65
0,756,-0.00483,0.8248,0.15,-0.07
0,757,-0.00226,0.8226,0.15,-0.07
0,758,-0.00081,0.8218,0.15,-0.07
0,759,-0.00001,0.8218,0.15,-0.07
0,760,0.00067,0.8224,0.15,-0.07
0,761,0.00130,0.8237,0.18,-0.10
0,762,0.00173,0.8255,0.18,-0.10
0,763,0.00172,0.8272,0.18,-0.10
0,764,0.00172,0.8289,0.18,-0.10
0,765,0.00172,0.8306,0.18,-0.10
0,766,0.00131,0.8319,0.04,0.15
0,767,0.00103,0.8330,0.04,0.15
0,768,0.00034,0.8333,0.04,0.15
0,769,-0.00024,0.8331,0.04,0.15
0,770,-0.00024,0.8328,0.04,0.15
0,771,-0.00075,0.8321,0.29,0.41
0,772,0.00121,0.8333,0.29,0.41
0,773,0.00264,0.8359,0.29,0.41
0,774,0.00335,0.8393,0.29,0.41
0,775,0.00334,0.8426,0.29,0.41
0,776,0.00275,0.8454,0.15,-0.04
0,777,0.00258,0.8479,0.15,-0.04
0,778,0.00181,0.8498,0.15,-0.04
0,779,0.00133,0.8511,0.15,-0.04
0,780,0.00132,0.8524,0.15,-0.04
0,781,0.00099,0.8534,-0.02,-0.19
0,782,-0.00014,0.8532,-0.02,-0.19
0,783,-0.00155,0.8517,-0.02,-0.19
0,784,-0.00252,0.8492,-0.02,-0.19
0,785,-0.00327,0.8459,-0.02,-0.19
0,786,-0.00411,0.8418,-0.21,-0.04
0,787,-0.00489,0.8369,-0.21,-0.04
0,788,-0.00555,0.8314,-0.21,-0.04
0,789,-0.00599,0.8254,-0.21,-0.04
0,790,-0.00600,0.8194,-0.21,-0.04
0,791,-0.00648,0.8129,-0.04,-0.34
0,792,-0.00485,0.8080,-0.04,-0.34
0,793,-0.00418,0.8038,-0.04,-0.34
0,794,-0.00350,0.8003,-0.04,-0.34
0,795,-0.00283,0.7975,-0.04,-0.34
0,796,-0.00325,0.7943,-0.56,0.21
0,797,-0.00297,0.7913,-0.56,0.21
0,798,-0.00364,0.7877,-0.56,0.21
0,799,-0.00431,0.7833,-0.56,0.21
0,800,-0.00498,0.7784,-0.56,0.21
0,801,-0.00583,0.7725,-0.39,0.21
0,802,-0.00636,0.7662,-0.39,0.21
0,803,-0.00673,0.7594,-0.39,0.21
0,804,-0.00675,0.7527,-0.39,0.21
0,805,-0.00677,0.7459,-0.39,0.21
0,806,-0.00719,0.7387,-0.13,0.36
0,807,-0.00535,0.7334,-0.13,0.36
0,808,-0.00460,0.7288,-0.13,0.36
0,809,-0.00423,0.7245,-0.13,0.36
0,810,-0.00426,0.7203,-0.13,0.36
0,811,-0.00480,0.7155,0.08,0.07
0,812,-0.00281,0.7127,0.08,0.07
0,813,-0.00135,0.7113,0.08,0.07
0,814,-0.00039,0.7109,0.08,0.07
0,815,0.00032,0.7113,0.08,0.07
0,816,0.00086,0.7121,-0.07,0.06
0,817,-0.00045,0.7117,-0.07,0.06
0,818,-0.00192,0.7097,-0.07,0.06
0,819,-0.00339,0.7064,-0.07,0.06
0,820,-0.00485,0.7015,-0.07,0.06
0,821,-0.00603,0.6955,0.25,0.33
0,822,-0.00397,0.6915,0.25,0.33
0,823,-0.00250,0.6890,0.25,0.33
0,824,-0.00103,0.6880,0.25,0.33
0,825,0.00044,0.6884,0.25,0.33
0,826,-0.00004,0.6884,-0.66,-0.47
0,827,0.00022,0.6886,-0.66,-0.47
0,828,-0.00124,0.6873,-0.66,-0.47
0,829,-0.00271,0.6846,-0.66,-0.47
0,830,-0.00418,0.6805,-0.66,-0.47
0,831,-0.00693,0.6735,-0.51,0.89
0,832,-0.00537,0.6682,-0.51,0.89
0,833,-0.00533,0.6628,-0.51,0.89
0,834,-0.00580,0.6570,-0.51,0.89
0,835,-0.00653,0.6505,-0.51,0.89
0,836,-0.00826,0.6422,-0.01,0.09
0,837,-0.00626,0.6360,-0.01,0.09
0,838,-0.00557,0.6304,-0.01,0.09
0,839,-0.00486,0.6255,-0.01,0.09
0,840,-0.00414,0.6214,-0.01,0.09
0,841,-0.00411,0.6173,-0.45,0.36
0,842,-0.00487,0.6124,-0.45,0.36
0,843,-0.00636,0.6061,-0.45,0.36
0,844,-0.00725,0.5988,-0.45,0.36
0,845,-0.00726,0.5916,-0.45,0.36
0,846,-0.00802,0.5835,0.06,0.60
0,847,-0.00576,0.5778,0.06,0.60
0,848,-0.00427,0.5735,0.06,0.60
0,849,-0.00320,0.5703,0.06,0.60
0,850,-0.00248,0.5678,0.06,0.60
0,851,-0.00256,0.5653,0.52,0.24
0,852,-0.00022,0.5651,0.52,0.24
0,853,0.00099,0.5660,0.52,0.24
0,854,0.00173,0.5678,0.52,0.24
0,855,0.00247,0.5702,0.52,0.24
0,856,0.00288,0.5731,0.43,0.27
0,857,0.00306,0.5762,0.43,0.27
0,858,0.00306,0.5792,0.43,0.27
0,859,0.00306,0.5823,0.43,0.27
0,860,0.00306,0.5854,0.43,0.27
0,861,0.00265,0.5880,0.07,0.23
0,862,0.00159,0.5896,0.07,0.23
0,863,0.00008,0.5897,0.07,0.23
0,864,-0.00022,0.5895,0.07,0.23
0,865,-0.00022,0.5892,0.07,0.23
0,866,-0.00067,0.5886,0.34,0.40
0,867,0.00126,0.5898,0.34,0.40
0,868,0.00275,0.5926,0.34,0.40
0,869,0.00346,0.5960,0.34,0.40
0,870,0.00345,0.5995,0.34,0.40
0,871,0.00310,0.6026,0.30,0.09
0,872,0.00318,0.6058,0.30,0.09
0,873,0.00297,0.6087,0.30,0.09
0,874,0.00297,0.6117,0.30,0.09
0,875,0.00297,0.6147,0.30,0.09
0,876,0.00245,0.6171,0.09,0.38
0,877,0.00154,0.6187,0.09,0.38
0,878,0.00079,0.6194,0.09,0.38
0,879,0.00005,0.6195,0.09,0.38
0,880,0.00004,0.6195,0.09,0.38
0,881,-0.00056,0.6190,0.36,0.72
0,882,0.00078,0.6198,0.36,0.72
0,883,0.00150,0.6213,0.36,0.72
0,884,0.00222,0.6235,0.36,0.72
0,885,0.00252,0.6260,0.36,0.72
0,886,0.00223,0.6282,0.07,0.71
0,887,0.00107,0.6293,0.07,0.71
0,888,-0.00043,0.6289,0.07,0.71
0,889,-0.00104,0.6278,0.07,0.71
0,890,-0.00105,0.6268,0.07,0.71
0,891,-0.00135,0.6254,0.05,0.44
0,892,-0.00178,0.6236,0.05,0.44
0,893,-0.00200,0.6216,0.05,0.44
0,894,-0.00198,0.6197,0.05,0.44
0,895,-0.00198,0.6177,0.05,0.44
0,896,-0.00255,0.6151,-0.21,0.18
0,897,-0.00349,0.6116,-0.21,0.18
0,898,-0.00434,0.6073,-0.21,0.18
0,899,-0.00502,0.6023,-0.21,0.18
0,900,-0.00571,0.5966,-0.21,0.18
0,901,-0.00664,0.5899,0.09,0.19
0,902,-0.00487,0.5851,0.09,0.19
0,903,-0.00342,0.5816,0.09,0.19
0,904,-0.00193,0.5797,0.09,0.19
0,905,-0.00085,0.5789,0.09,0.19
0,906,-0.00093,0.5779,-0.01,-0.25
0,907,-0.00028,0.5777,-0.01,-0.25
0,908,-0.00018,0.5775,-0.01,-0.25
0,909,-0.00061,0.5769,-0.01,-0.25
0,910,-0.00131,0.5756,-0.01,-0.25
0,911,-0.00198,0.5736,-0.13,-0.18
0,912,-0.00269,0.5709,-0.13,-0.18
0,913,-0.00350,0.5674,-0.13,-0.18
0,914,-0.00428,0.5631,-0.13,-0.18
0,915,-0.00505,0.5581,-0.13,-0.18
0,916,-0.00563,0.5524,-0.20,-0.17
0,917,-0.00621,0.5462,-0.20,-0.17
0,918,-0.00622,0.5400,-0.20,-0.17
0,919,-0.00623,0.5338,-0.20,-0.17
0,920,-0.00623,0.5276,-0.20,-0.17
0,921,-0.00700,0.5206,0.01,0.37
0,922,-0.00554,0.5150,0.01,0.37
0,923,-0.00482,0.5102,0.01,0.37
0,924,-0.00410,0.5061,0.01,0.37
0,925,-0.00338,0.5027,0.01,0.37
0,926,-0.00334,0.4994,0.25,-0.07
0,927,-0.00118,0.4982,0.25,-0.07
0,928,-0.00017,0.4980,0.25,-0.07
0,929,0.00060,0.4986,0.25,-0.07
0,930,0.00136,0.5000,0.25,-0.07
0,931,0.00161,0.5016,0.39,0.29
0,932,0.00262,0.5042,0.39,0.29
0,933,0.00299,0.5072,0.39,0.29
0,934,0.00297,0.5102,0.39,0.29
0,935,0.00296,0.5131,0.39,0.29
0,936,0.00216,0.5153,0.18,-0.28
0,937,0.00305,0.5183,0.18,-0.28
0,938,0.00246,0.5208,0.18,-0.28
0,939,0.00234,0.5231,0.18,-0.28
0,940,0.00234,0.5255,0.18,-0.28
0,941,0.00186,0.5273,0.20,0.16
0,942,0.00221,0.5295,0.20,0.16
0,943,0.00210,0.5316,0.20,0.16
0,944,0.00208,0.5337,0.20,0.16
0,945,0.00202,0.5357,0.20,0.16
0,946,0.00148,0.5372,0.23,0.69
0,947,0.00186,0.5391,0.23,0.69
0,948,0.00174,0.5408,0.23,0.69
0,949,0.00170,0.5425,0.23,0.69
0,950,0.00165,0.5442,0.23,0.69
0,951,0.00006,0.5442,-0.45,-0.12
0,952,0.00013,0.5443,-0.45,-0.12
0,953,-0.00120,0.5431,-0.45,-0.12
0,954,-0.00246,0.5407,-0.45,-0.12
0,955,-0.00299,0.5377,-0.45,-0.12
0,956,-0.00387,0.5338,-0.60,0.01
0,957,-0.00454,0.5293,-0.60,0.01
0,958,-0.00512,0.5242,-0.60,0.01
0,959,-0.00573,0.5184,-0.60,0.01
0,960,-0.00638,0.5121,-0.60,0.01
0,961,-0.00693,0.5051,-0.38,0.24
0,962,-0.00664,0.4985,-0.38,0.24
0,963,-0.00662,0.4919,-0.38,0.24
0,964,-0.00667,0.4852,-0.38,0.24
0,965,-0.00670,0.4785,-0.38,0.24
0,966,-0.00689,0.4716,-0.54,0.27
0,967,-0.00679,0.4648,-0.54,0.27
0,968,-0.00685,0.4580,-0.54,0.27
0,969,-0.00684,0.4511,-0.54,0.27
0,970,-0.00689,0.4442,-0.54,0.27
0,971,-0.00731,0.4369,-0.27,0.12
0,972,-0.00679,0.4301,-0.27,0.12
0,973,-0.00680,0.4234,-0.27,0.12
0,974,-0.00681,0.4165,-0.27,0.12
0,975,-0.00682,0.4097,-0.27,0.12
0,976,-0.00804,0.4017,0.06,1.00
0,977,-0.00568,0.3960,0.06,1.00
0,978,-0.00501,0.3910,0.06,1.00
0,979,-0.00435,0.3866,0.06,1.00
0,980,-0.00367,0.3830,0.06,1.00
0,981,-0.00434,0.3786,0.35,-0.05
0,982,-0.00156,0.3771,0.35,-0.05
0,983,-0.00081,0.3762,0.35,-0.05
0,984,-0.00006,0.3762,0.35,-0.05
0,985,0.00069,0.3769,0.35,-0.05
0,986,0.00103,0.3779,0.15,0.16
0,987,0.00147,0.3794,0.15,0.16
0,988,0.00146,0.3808,0.15,0.16
0,989,0.00145,0.3823,0.15,0.16
0,990,0.00144,0.3837,0.15,0.16
0,991,0.00122,0.3850,0.34,0.13
0,992,0.00241,0.3874,0.34,0.13
0,993,0.00257,0.3899,0.34,0.13
0,994,0.00255,0.3925,0.34,0.13
0,995,0.00252,0.3950,0.34,0.13
0,996,0.00221,0.3972,0.14,0.21
0,997,0.00148,0.3987,0.14,0.21
0,998,0.00138,0.4001,0.14,0.21
0,999,0.00135,0.4014,0.14,0.21
0,1000,0.00132,0.4028,0.14,0.21
0,1001,0.00039,0.4031,-0.28,0.63
0,1002,-0.00006,0.4031,-0.28,0.63
0,1003,-0.00135,0.4017,-0.28,0.63
0,1004,-0.00262,0.3991,-0.28,0.63
0,1005,-0.00386,0.3952,-0.28,0.63
0,1006,-0.00573,0.3895,-0.19,0.17
0,1007,-0.00572,0.3838,-0.19,0.17
0,1008,-0.00572,0.3781,-0.19,0.17
0,1009,-0.00578,0.3723,-0.19,0.17
0,1010,-0.00577,0.3665,-0.19,0.17
0,1011,-0.00623,0.3603,0.20,0.22
0,1012,-0.00449,0.3558,0.20,0.22
0,1013,-0.00312,0.3527,0.20,0.22
0,1014,-0.00180,0.3509,0.20,0.22
0,1015,-0.00043,0.3504,0.20,0.22
0,1016,0.00013,0.3506,-0.11,-0.25
0,1017,-0.00048,0.3501,-0.11,-0.25
0,1018,-0.00158,0.3485,-0.11,-0.25
0,1019,-0.00220,0.3463,-0.11,-0.25
0,1020,-0.00280,0.3435,-0.11,-0.25
0,1021,-0.00371,0.3398,0.13,-0.34
0,1022,-0.00208,0.3377,0.13,-0.34
0,1023,-0.00071,0.3370,0.13,-0.34
0,1024,0.00024,0.3372,0.13,-0.34
0,1025,0.00026,0.3375,0.13,-0.34
0,1026,-0.00034,0.3372,-0.43,-0.28
0,1027,-0.00104,0.3361,-0.43,-0.28
0,1028,-0.00238,0.3338,-0.43,-0.28
0,1029,-0.00370,0.3301,-0.43,-0.28
0,1030,-0.00510,0.3249,-0.43,-0.28
0,1031,-0.00660,0.3183,-0.16,-0.09
0,1032,-0.00587,0.3125,-0.16,-0.09
0,1033,-0.00529,0.3072,-0.16,-0.09
0,1034,-0.00532,0.3019,-0.16,-0.09
0,1035,-0.00531,0.2966,-0.16,-0.09
0,1036,-0.00561,0.2909,-0.26,0.10
0,1037,-0.00646,0.2845,-0.26,0.10
0,1038,-0.00677,0.2777,-0.26,0.10
0,1039,-0.00679,0.2709,-0.26,0.10
0,1040,-0.00680,0.2641,-0.26,0.10
0,1041,-0.00730,0.2568,0.18,0.06
0,1042,-0.00537,0.2515,0.18,0.06
0,1043,-0.00395,0.2475,0.18,0.06
0,1044,-0.00254,0.2450,0.18,0.06
0,1045,-0.00110,0.2439,0.18,0.06
0,1046,-0.00060,0.2433,0.62,-0.43
0,1047,0.00125,0.2445,0.62,-0.43
0,1048,0.00200,0.2465,0.62,-0.43
